TIC,sectors,period,range
283751025,"[5, 32]",2.89316,1.9736799999999999
283793507,[5],0.29031,
283794792,[5],2.113,
283826634,"[5, 32]",0.29432,0.19604000000000002
283828030,"[5, 32]",0.35359,0.23573999999999998
283835222,[18],6.089,
283848877,[15],6.6,
283866109,[32],5.3095,
283910809,"[5, 32]",3.5267,0.006599999999999717
283917595,"[7, 33]",7.371,0.6000000000000005
283927041,"[8, 35]",8.687000000000001,5.046000000000001
283932270,[17],13.87,
283935303,[17],3.2897,
283936169,"[18, 24]",0.646425,0.00041000000000002146
283938786,"[18, 24]",11.2015,1.3550000000000004
283951117,[12],4.1986,
284026188,"[7, 33]",5.3388,0.060399999999999565
284030699,[7],0.02986,
284048676,"[18, 24, 25]",3.1019133333333335,2.1503600000000005
284070557,[9],3.2194,
284080962,[18],5.8239,
284082730,[18],0.63518,
284087100,[18],2.18,
284087211,[18],0.88743,
284087213,[18],6.6,
284087222,[18],7.648,
284087235,[18],4.11,
284117335,[19],1.08456,
284143271,"[17, 18, 24]",2.18306,0.018489999999999895
284147516,[18],3.3529,
284147519,"[18, 24]",3.255,0.1958000000000002
284155165,[20],9.13,
284156780,"[6, 32]",2.50795,0.015899999999999803
284157532,[6],6.44,
284158089,"[6, 32]",4.52865,1.2157
284158090,"[6, 32]",4.5286,1.2157999999999998
284158141,"[6, 32]",2.587415,0.0018299999999999983
284158151,"[6, 32]",3.2483500000000003,0.05669999999999975
284158184,"[6, 32]",0.58377,0.00035999999999991594
284158449,"[6, 32]",0.7571049999999999,0.06869000000000003
284158454,[6],1.72546,
284158620,[6],8.782,
284158686,[32],5.31,
284159891,"[6, 32]",4.4,0.0
284161520,[6],1.5357,
284190280,[18],11.727,
284194062,"[1, 5, 6, 7, 9, 12, 13]",1.2173399999999999,0.06916999999999995
284195180,[1],7.25,
284198821,[6],2.0196,
284199495,[6],5.0598,
284199693,[6],1.62075,
284199806,[6],2.9604,
284199852,[6],5.2182,
284199861,[6],6.71,
284199941,[6],1.28057,
284200678,[6],4.7768,
284200739,[6],1.574,
284200784,[6],4.69,
284200788,[6],4.6417,
284200823,[6],2.38,
284200830,[6],2.72,
284200846,[6],0.65714,
284200852,[6],2.36,
284200887,[6],9.045,
284200901,[6],3.689,
284201242,[6],6.6718,
284201275,[6],6.31,
284201369,[6],6.677,
284210461,"[17, 18, 24]",0.5454666666666667,0.0011100000000000554
284215645,"[18, 24]",9.246500000000001,0.49900000000000055
284215652,[24],9.43,
284270962,[26],4.2259,
284274427,[26],3.2904,
284281358,[6],0.93004,
284281423,[6],2.04,
284281885,[6],0.26452,
284281914,[6],0.68966,
284281934,[6],0.49134,
284284058,[6],5.5306,
284284064,[6],0.69772,
284284089,[6],0.69777,
284284099,[6],0.74469,
284284773,[6],0.64055,
284284812,[6],1.91348,
284284872,[6],3.8232,
284284877,[6],3.853,
284285191,[6],2.16,
284300395,[18],10.585,
284313942,"[17, 18, 24]",4.7817,0.15439999999999987
284338289,[7],3.709,
284342960,"[6, 7, 8, 33, 35]",1.1239599999999998,0.009860000000000202
284344109,[8],6.48,
284344578,"[6, 7, 8, 33, 34]",0.8781460000000001,0.0038000000000000256
284348793,[35],0.49074,
284348795,"[6, 7, 8, 33, 35]",0.491066,0.0019099999999999673
284359288,[14],7.21,
284359917,[16],6.932,
284360219,"[14, 19, 20, 22, 26]",7.5532200000000005,0.8682999999999996
284360252,[22],6.28,
284375216,[12],6.495,
284416022,"[6, 7, 8, 33, 35]",7.094800000000001,5.54
284416379,[6],4.1264,
284417051,[6],0.728,
284417128,"[6, 7, 8]",2.9253,0.21419999999999995
284417155,[6],3.6213,
284419333,"[8, 33, 35]",1.41233,0.0026399999999999757
284419706,[35],0.23599,
284423238,"[7, 33, 34]",1.1824866666666667,0.02578999999999998
284423759,"[7, 33, 34]",1.5573733333333333,0.010099999999999998
284424026,"[7, 33, 34]",2.738666666666667,0.1339999999999999
284424597,"[7, 34]",2.5447249999999997,0.021050000000000235
284436475,[24],9.47,
284438404,"[18, 24]",6.4177,0.15140000000000065
284455382,"[19, 20, 21, 22, 24, 25]",0.9328850000000001,0.63434
284532842,[18],5.5776,
284550833,"[7, 33]",0.291805,0.00032999999999999696
284582812,"[7, 33, 34]",2.12509,0.15763999999999978
284582952,"[7, 34]",3.4927,0.05500000000000016
284583483,"[7, 33, 34]",1.5928833333333332,0.04369000000000001
284584525,"[7, 33, 34]",0.6481233333333334,0.00046000000000001595
284586779,[7],0.58353,
284587984,"[7, 33, 34]",1.0997566666666667,0.0023299999999999432
284588790,[34],1.6869,
284588805,"[7, 33, 34]",1.6857933333333335,0.0050000000000001155
284589183,"[7, 8, 33, 34]",2.24522,0.02839999999999998
284589719,"[7, 8, 33, 34]",2.1568575,0.4077700000000002
284590757,"[7, 8, 33, 34]",2.5905125,0.022790000000000088
284600359,[18],1.482,
284617091,[7],0.12435,
284617633,"[7, 33]",0.563525,0.0009100000000000774
284687205,[14],4.7552,
284705414,[5],7.6,
284724988,[24],7.802,
284730234,"[5, 32]",4.17125,0.09750000000000014
284730849,[5],1.1999,
284730979,"[5, 32]",7.2925,0.3169999999999993
284734049,[33],0.27655,
284738180,"[7, 8, 33, 34]",1.6493975,0.008629999999999916
284738182,[8],0.576,
284740158,"[7, 8, 33, 34]",1.919525,0.04689999999999994
284744173,"[7, 8]",1.0603099999999999,0.052959999999999896
284753193,[19],0.1506,
284787318,"[5, 32]",2.1795799999999996,0.0026399999999999757
284788435,"[5, 32]",5.8696,0.5288000000000004
284791162,[5],0.5716,
284793643,[5],3.1808,
284794689,"[5, 32]",2.1831500000000004,0.006299999999999972
284794780,"[5, 32]",1.252165,0.003670000000000062
284797280,[5],3.1834,
284797596,"[5, 32]",0.30935500000000005,1.0000000000010001e-05
284797709,[5],3.76,
284797820,"[5, 32]",0.51695,2.0000000000020002e-05
284814735,[24],6.3723,
284814740,[24],6.3723,
284835552,"[7, 8, 34, 35]",5.111575,0.34999999999999964
284836619,[8],0.37086,
284837662,[7],1.31639,
284838452,[34],1.6836,
284839188,[34],6.615,
284839284,[8],0.52251,
284841282,"[7, 8, 34, 35]",4.35705,0.07260000000000044
284845266,"[7, 8, 34, 35]",0.20388499999999998,1.9999999999992246e-05
284857645,"[5, 32]",0.974275,0.00041000000000002146
284862206,"[5, 32]",1.38285,0.001140000000000141
284862696,"[5, 32]",1.83009,0.0050400000000001555
284863467,[32],0.66585,
284864106,"[5, 32]",2.1660000000000004,0.01200000000000001
284879015,[12],5.5365,
284905102,[32],4.3757,
284907759,[32],2.3466,
284907778,[32],4.157,
284907784,[32],4.157,
284907881,[32],2.0862,
284907894,[32],1.12511,
284907897,[32],4.5447,
284907906,[32],0.669,
284907908,[32],0.669,
284907912,[32],7.4396,
284907913,[32],0.67,
284907927,[32],6.2667,
284907935,[32],0.66935,
284911937,"[6, 32]",4.69735,0.04530000000000012
284913209,"[6, 32]",0.903025,0.0014699999999999713
284922720,[18],2.6807,
284933648,"[7, 8, 34, 35]",0.9133249999999999,0.011730000000000018
284933749,[7],4.6862,
284934759,"[7, 35]",6.69265,0.5766999999999998
284937024,"[7, 8]",0.591845,0.0005499999999999394
284937390,"[7, 8, 34, 35]",4.1078,0.1106000000000007
284937759,"[7, 8]",0.774035,7.00000000000145e-05
284939564,"[7, 8, 34, 35]",0.2642875,0.00030000000000002247
284939984,"[7, 8]",1.05328,0.0016400000000000858
284940116,"[8, 35]",3.15085,0.021700000000000053
284940413,"[7, 34, 35]",2.1637600000000003,0.05218999999999996
284940669,"[7, 8, 35]",2.32157,0.03471000000000002
284941360,"[7, 8]",6.07,10.719999999999999
284941924,"[8, 34, 35]",2.45422,0.10049000000000019
284942015,"[8, 34, 35]",0.10432000000000001,0.0
284994534,"[6, 32]",5.94025,0.1578999999999997
284994922,[6],1.9906,
284995176,[6],1.17757,
284996069,"[6, 32]",6.6369,9.2202
284996080,[6],2.1898,
284996091,[6],4.8415,
284996092,[6],2.21587,
284996462,"[6, 32]",4.230700000000001,1.9468000000000005
284996639,"[6, 32]",2.62705,0.012100000000000222
284997112,[6],10.337,
284997521,"[6, 32]",2.91275,0.06850000000000023
284997955,[32],1.692,
284998019,"[6, 32]",2.84875,0.019099999999999895
284998020,[6],0.8358,
284998878,"[6, 32]",2.7622999999999998,0.09939999999999971
285024250,"[7, 8, 9, 35]",2.614305,0.040000000000000036
285024916,[35],5.679,
285025407,"[7, 9, 35]",4.532766666666667,0.0968
285025582,[7],7.92,
285025631,"[8, 9, 34, 35]",5.1082,8.428
285025644,"[7, 8, 9, 34, 35]",4.677840000000001,8.438500000000001
285025963,[7],1.69864,
285030923,"[8, 35]",9.174,0.6720000000000006
285032035,"[7, 8, 34, 35]",2.34082,0.04552999999999985
285033649,[34],5.307,
285033927,"[7, 8, 34, 35]",0.8709375,0.0020000000000000018
285036420,[24],0.97606,
285036472,[24],2.6267,
285073055,[12],0.76356,
285130322,[25],1.18153,
285156056,"[7, 8, 34, 35]",4.7332,0.0647000000000002
285156691,[7],0.998,
285157046,"[7, 8, 34, 35]",3.006675,0.2625000000000002
285157449,"[7, 8, 35]",5.414866666666666,3.5365999999999995
285157969,[35],6.767,
285158170,[7],6.5626,
285177158,[18],1.47514,
285193032,[26],0.66727,
285211293,"[7, 8, 34, 35]",3.93215,0.0472999999999999
285213763,"[8, 35]",1.72177,0.011540000000000106
285214451,"[8, 34, 35]",4.741866666666667,2.8199
285215024,[8],0.59108,
285215255,"[8, 34, 35]",3.1002666666666663,0.020000000000000018
285215301,"[8, 35]",0.78459,0.018920000000000048
285216283,[9],7.66,
285217434,"[7, 8, 9, 35]",0.43806999999999996,0.00014999999999998348
285218072,"[7, 9]",0.650535,0.025109999999999966
285291430,[26],1.18471,
285298870,[26],7.3381,
285337238,[18],4.659,
285388206,[18],7.588,
285397498,[26],2.15669,
285407024,"[7, 9, 34]",4.3558666666666666,0.05860000000000021
285407429,"[7, 8, 9]",0.5088666666666667,0.0013900000000000023
285407770,"[7, 35]",2.6887,0.0703999999999998
285407895,"[9, 35]",0.723965,7.00000000000145e-05
285408117,"[7, 35]",3.2132,0.09959999999999969
285408140,"[7, 8, 9, 35]",2.631425,0.03200000000000003
285408495,"[7, 8, 9]",0.5371800000000001,0.00045000000000006146
285408726,"[7, 9, 35]",4.046266666666667,0.12020000000000008
285409162,"[7, 9, 35]",4.182,3.11
285410230,"[7, 8, 34, 35]",1.244485,0.021050000000000013
285410498,"[8, 34, 35]",3.189433333333333,0.02149999999999963
285411252,"[34, 35]",0.21150000000000002,1.9999999999992246e-05
285411322,"[8, 34, 35]",1.7969833333333334,0.03803000000000001
285412546,"[7, 8, 34, 35]",7.3995999999999995,0.7745999999999995
285413162,"[8, 34, 35]",1.3276233333333334,0.79857
285419892,[19],3.3197,
285431984,[18],6.457,
285445067,[17],9.34,
285468373,[18],12.179,
285511189,[18],3.0351,
285515384,[18],6.46,
285518144,"[7, 8, 34, 35]",0.5003625,0.31300000000000006
285524464,"[7, 8, 34, 35]",3.0898250000000003,0.027899999999999814
285530077,"[8, 9]",5.86665,0.2812999999999999
285532640,[17],11.756,
285536654,"[18, 24]",1.6410900000000002,0.0022200000000001108
285539327,"[18, 24]",1.383,0.006000000000000005
285545706,[18],11.122,
285561711,[18],1.74405,
285562993,[18],1.003,
285576513,"[17, 18, 24]",3.2840666666666665,0.10610000000000008
285576597,"[18, 24]",2.4768499999999998,0.03069999999999995
285582287,"[18, 24]",3.89795,0.05150000000000032
285667675,[18],5.83,
285674937,[18],6.76,
285675773,[18],0.62298,
285688332,[18],1.002,
285689369,[18],4.59,
285690205,[18],4.738,
285690646,[18],3.7911,
285736681,[18],3.8246,
285738003,[18],0.32519,
285752711,[18],6.2241,
285785892,[18],7.044,
285787523,[18],5.465,
285787694,[18],1.663,
285834101,"[8, 9, 35]",3.316333333333333,0.03880000000000017
285834346,"[8, 9]",2.30795,0.030899999999999928
285834517,[35],6.259,
285873891,"[18, 19]",1.933335,0.007330000000000059
285873978,"[18, 19]",1.845625,0.0008900000000000574
285875949,[18],1.40939,
285886637,"[15, 16]",5.1526499999999995,0.06870000000000065
285916914,"[7, 8, 34]",4.708733333333334,3.4857
285917165,[7],6.409,
285917380,[9],11.784,
285917570,[35],6.77,
285918037,"[7, 9, 34, 35]",3.0055175,1.7529299999999999
285918114,"[9, 35]",5.132,1.1152000000000006
285918132,"[7, 9]",7.489599999999999,3.6231999999999998
285918252,"[7, 9, 34, 35]",5.512700000000001,0.19519999999999982
285918266,"[7, 9, 34, 35]",0.7271575,0.00038000000000004697
285918302,"[7, 9, 34, 35]",2.6836575,3.9778000000000002
285918404,"[7, 9, 35]",0.72711,0.000260000000000038
285919495,"[7, 9, 34, 35]",5.0494,0.09299999999999997
285920364,"[8, 35]",0.6247,0.0006399999999999739
285920782,"[8, 9]",2.91995,0.03849999999999998
285920915,"[7, 8, 9, 34, 35]",1.317528,0.021540000000000115
285920943,[7],8.039,
285922365,"[7, 8, 9, 34, 35]",2.090058,0.04312000000000005
285922438,"[7, 8]",0.349855,0.00028999999999995696
285922458,"[7, 8, 9, 34, 35]",1.110836,0.006529999999999925
285924641,"[7, 8, 9, 34, 35]",1.137874,0.019569999999999865
285933264,[18],6.599,
285933491,[18],0.2899,
285939698,[18],0.329,
285943235,[18],6.794,
285987192,"[7, 8, 9, 34]",0.03921,0.015199999999999998
285992869,"[8, 9, 35]",0.4131833333333333,0.0005699999999999594
285994273,[9],5.9914,
285994423,"[9, 34, 35]",0.9891500000000001,0.8950500000000001
285996286,[9],0.46815,
285997043,"[9, 34]",1.3517000000000001,0.009400000000000075
286004678,[18],2.9325,
286011659,[18],0.93991,
286012238,[18],0.1001,
286012815,[18],0.672,
286013479,[18],4.1471,
286027898,"[18, 19]",6.0821000000000005,0.14619999999999944
286062994,[35],0.89177,
286064671,"[8, 34]",5.6471,6.4038
286064676,"[8, 34]",5.6315,6.322999999999999
286064985,[34],0.39625,
286065200,"[8, 9, 34, 35]",6.1636,0.3575999999999997
286065645,"[8, 9, 34, 35]",4.24735,1.0056000000000003
286068549,[8],2.74,
286069995,"[9, 35]",4.9358,0.25400000000000045
286106068,[19],1.9358,
286122000,[18],3.423,
286133251,[19],0.76102,
286154723,"[8, 9, 34]",1.9173633333333333,0.009660000000000002
286157752,[34],3.2944,
286158305,"[8, 9, 34, 35]",1.5184324999999999,0.0025300000000001432
286159607,[35],8.372,
286163858,"[8, 9, 34, 35]",1.1046825,0.004070000000000018
286182256,[19],11.574,
286184089,[19],3.6722,
286187417,[19],4.8879,
286220602,"[18, 19]",6.7915,0.5030000000000001
286243951,[9],6.8994,
286245400,[9],5.905,
286245517,[9],0.77278,
286249532,[35],0.553,
286286504,[19],0.67722,
286301207,[16],2.0009,
286319483,[18],3.23,
286342745,"[8, 9, 34, 35]",4.5359,0.2062999999999997
286343227,"[9, 34]",6.50725,0.4145000000000003
286347420,"[8, 9, 34]",4.5351,0.22250000000000014
286348288,"[9, 34]",1.13667,0.0015799999999999148
286349939,"[9, 35]",2.92805,0.0020999999999999908
286351412,"[8, 35]",1.55252,0.0038400000000000656
286353594,"[34, 35]",7.594950000000001,0.7161
286369707,[19],6.198,
286371760,[19],10.281,
286375258,[19],1.40986,
286383764,"[15, 17]",1.750475,0.024410000000000043
286388137,[15],0.73872,
286405832,"[18, 19]",7.0693,0.4294000000000002
286405963,"[18, 19]",7.4395,6.494999999999999
286418709,[19],0.8773,
286429036,[26],6.685,
286430669,[26],4.2052,
286431843,"[8, 34, 35]",6.008500000000001,0.061499999999999666
286433507,[8],4.8493,
286442942,"[8, 9, 34, 35]",2.0397875,1.37179
286443900,[9],4.8177,
286445758,[19],5.5502,
286445872,[19],0.676,
286475709,"[18, 19]",3.7098500000000003,0.06030000000000024
286480954,[19],0.92,
286486404,[19],4.6,
286491546,[19],3.5229,
286526471,[19],2.6612,
286528330,[19],8.009,
286537445,[35],6.451,
286542267,"[8, 9, 34, 35]",0.7996274999999999,0.0010000000000000009
286542399,"[8, 9, 34, 35]",0.8169424999999999,0.0008299999999999974
286542843,"[8, 9, 34, 35]",2.49148,1.4762100000000002
286543086,"[8, 34, 35]",1.01543,0.00038000000000004697
286543449,"[9, 35]",3.7661,0.0242
286544147,"[34, 35]",5.21115,0.1238999999999999
286563821,[19],0.1393,
286566866,[19],6.721,
286593475,[19],4.2461,
286602730,"[8, 35]",1.18159,0.006560000000000121
286606633,"[8, 34, 35]",3.5263666666666666,0.04170000000000007
286607530,"[8, 9, 34, 35]",3.626875,0.1823999999999999
286609589,"[9, 34]",2.68196,0.009320000000000217
286610005,[9],1.48709,
286616639,[19],4.08,
286616724,[19],1.44427,
286636567,"[18, 19]",0.69886,0.0011800000000000699
286636790,[18],5.55,
286645920,[19],3.754,
286672514,"[8, 9, 34, 35]",2.087475,0.020000000000000018
286675111,"[8, 9, 34, 35]",3.2177425,2.24293
286677938,"[9, 35]",0.05091,0.04338
286707907,[19],1.851,
286763262,"[9, 35]",7.061,0.17799999999999994
286798132,[11],2.5071,
286896393,"[11, 12]",2.878515,2.00997
286930634,[9],0.55646,
286950421,[19],6.6694,
286950657,[19],5.954,
287009350,[19],2.00464,
287059551,[19],0.856,
287059749,[19],5.0761,
287125607,[19],8.138,
287126666,[19],5.0699,
287172319,[20],10.215,
287194564,[26],6.68,
287209159,[20],4.36,
287237343,[12],0.7646,
287262446,"[14, 16]",0.625,0.0
287262447,[16],0.62464,
287263852,"[14, 15, 16]",0.5206666666666667,0.0009000000000000119
287273425,"[1, 2, 3, 9, 10, 12, 13, 31]",5.1582,0.28390000000000004
287323438,[6],0.17115,
287380350,"[16, 17, 21, 23]",2.81925,0.2992999999999997
287425678,[6],2.643,
287494630,"[2, 3, 29]",3.3105666666666664,0.05600000000000005
287496423,"[2, 3, 6, 9, 10, 12, 13, 29, 30, 33]",2.441947,0.030859999999999665
287496443,"[2, 3, 9, 10, 12, 29]",6.556966666666665,0.5760000000000005
287505734,"[15, 16]",0.178395,1.0000000000010001e-05
287505736,"[15, 16]",0.17839,0.0
287526055,[14],0.38712,
287535518,"[3, 6, 9, 12, 13, 29, 30]",2.996062857142857,0.1358999999999999
287564618,[11],0.4556,
287671059,[11],1.226,
287672433,[11],1.189,
287706945,[12],3.6593,
287720218,"[2, 6, 9, 12, 29, 32, 33]",3.527485714285714,0.1884999999999999
287721416,[12],0.34797,
287721699,[13],7.472,
287752945,[11],9.5238,
287757924,[6],4.3818,
287757934,[6],5.823,
287757944,[6],5.74,
287757987,[6],1.6625,
287757991,[6],0.45523,
287757998,[6],2.8,
287758023,[6],3.77,
287772738,"[9, 13]",6.01,2.3
287774302,[10],11.78,
287775556,"[3, 9, 10, 13]",5.371575,0.18880000000000052
287790287,"[10, 11]",4.1480999999999995,0.04900000000000038
287794816,"[10, 11]",1.07727,0.020100000000000007
287802410,[14],2.9697,
287836988,"[10, 13]",5.2777,4.4528
287840149,"[6, 32]",0.32275000000000004,0.3879
287840158,"[6, 32]",10.354,0.7700000000000014
287840159,"[6, 32]",1.0342,0.0022600000000001508
287840166,"[6, 32]",0.58335,0.000160000000000049
287840175,[32],3.6163,
287840221,"[6, 32]",3.2909499999999996,2.2018999999999997
287840238,"[6, 32]",0.6680999999999999,0.0006000000000000449
287840241,"[6, 32]",1.4931,0.0031999999999998696
287840275,[6],7.935,
287840285,[32],2.1,
287840335,[32],5.0621,
287840337,"[6, 32]",5.08345,0.03309999999999924
287840369,[6],6.31,
287840370,[6],6.31,
287840416,[32],2.343,
287840423,"[6, 32]",3.67075,0.5017
287840546,"[6, 32]",2.3252,0.009199999999999875
287840612,"[6, 32]",3.5261,0.014800000000000146
287840792,[6],6.85,
287841183,"[6, 32]",2.9806299999999997,1.98094
287841283,"[6, 32]",2.746,0.008000000000000007
287843515,[6],5.8106,
287844032,[6],5.286,
287849146,[6],1.14038,
287860824,"[15, 16]",6.761049999999999,3.9798999999999998
287862189,[15],6.8,
287868290,"[12, 13]",3.939535,6.32093
287869261,"[6, 12, 13]",3.0500333333333334,0.4158999999999997
287870074,[12],5.185,
287872290,"[3, 10, 11, 12, 13, 30, 33]",2.8724742857142855,1.73926
287874075,"[6, 9, 10, 12, 13, 33]",2.1560633333333334,0.10460000000000003
287910561,[6],3.4307,
287915414,[6],1.94021,
287915699,[6],10.274,
287915945,[6],0.19824,
287955682,[13],2.068,
287957330,"[3, 6, 10, 11, 12, 13]",6.157,2.774
287957606,[13],4.615,
287961849,"[3, 6, 10, 11, 12, 13, 33]",4.893342857142857,0.6992000000000003
287977005,[10],5.8287,
287978226,"[6, 10, 11, 12]",1.883095,0.007300000000000084
287978733,[11],2.133,
287979351,[10],7.0287,
287979425,"[11, 12, 13]",1.3221666666666667,0.1095299999999999
287979932,[30],15.89,
287980004,"[10, 11, 12, 13]",4.872675,0.43520000000000003
287997167,[6],0.38316,
287997608,[6],3.0029,
288000012,[6],1.062,
288024651,[10],0.77167,
288059360,"[10, 11, 12, 13]",2.967315,0.024859999999999882
288059415,"[12, 13]",7.2829,0.09419999999999984
288060241,[10],6.3853,
288061115,[12],5.787,
288064788,"[10, 11, 12]",5.1103,0.07440000000000069
288071170,[6],0.20648,
288071972,[33],0.03763,
288075426,[6],4.1241,
288075788,[6],0.38403,
288077804,[6],1.75063,
288093002,"[10, 11]",0.431775,0.00045000000000000595
288098433,"[10, 11]",0.5991,0.0005600000000000049
288098511,"[10, 11]",5.4258500000000005,0.23909999999999965
288099366,[11],0.90469,
288105887,"[10, 11, 12]",1.269723333333333,0.00602999999999998
288213495,"[10, 11]",0.31751,0.00021999999999999797
288257399,[33],0.88,
288257524,[33],7.2799,
288263248,[33],2.2045,
288281326,"[10, 11]",2.6844650000000003,0.008929999999999882
288283832,[10],5.4906,
288288397,"[10, 11]",1.293705,0.0010700000000001264
288292340,[17],2.429,
288292778,[17],0.81592,
288366051,[34],1.19959,
288367228,[34],3.1853,
288367722,[34],3.0681,
288367780,[34],4.2027,
288367898,[34],1.94259,
288413498,[19],2.16353,
288413834,[19],1.52968,
288471961,[7],1.228,
288471991,[34],3.2062,
288472476,[7],1.33689,
288472498,[7],3.7875,
288472538,"[7, 34]",5.7225,0.7750000000000004
288472627,[7],2.89,
288472628,[7],1.62025,
288472659,[7],4.7898,
288472788,"[7, 34]",2.97415,0.06849999999999978
288472795,"[7, 34]",2.9723,0.06479999999999997
288472846,[7],0.879,
288472901,[7],2.7896,
288472944,[7],5.2875,
288472980,[7],1.9674,
288472985,[7],8.319,
288473028,[7],3.144,
288473164,[7],4.111,
288473216,[7],3.0371,
288473234,[7],0.338,
288473346,[34],6.48,
288473525,"[7, 34]",0.446745,0.00021000000000004349
288473541,[7],0.801,
288473667,[7],7.937,
288474086,[7],7.2703,
288474751,[7],0.0832,
288474787,[7],0.46451,
288474998,"[7, 34]",0.748115,0.00022999999999995246
288476743,"[7, 34]",1.685575,0.003149999999999986
288483862,"[7, 34]",0.04199,0.007620000000000002
288485429,"[7, 34]",0.0871,0.051800000000000006
288485452,"[7, 34]",2.228795,0.022390000000000132
288486558,[34],0.50275,
288560075,[14],0.1476,
288568566,"[7, 34]",1.2356349999999998,0.36569000000000007
288568925,[34],0.95956,
288569443,[34],0.02965,
288569491,[34],0.38119,
288569643,[34],3.39,
288570324,[34],4.8004,
288580250,"[7, 34]",0.61143,0.00024000000000001798
288629359,[19],3.5714,
288653170,[34],6.299,
288654121,[34],3.4646,
288656101,[34],4.005,
288663258,[12],0.03106,
288744872,[19],0.08445,
288786839,[34],0.1394,
288788284,[34],2.5756,
288788453,[34],0.83899,
288801963,[19],3.7283,
288804437,[19],7.146,
288858617,"[18, 19]",4.67485,0.08830000000000027
288860456,[19],0.48011,
288904943,[34],3.9065,
288906642,[34],5.3,
288908464,[34],2.55074,
288919252,"[15, 16]",1.125385,0.0012299999999998423
288923218,[16],4.68,
288944263,"[18, 19]",2.55015,0.05710000000000015
289040197,[19],12.72,
289043117,[18],1.03199,
289112285,"[7, 34]",2.23775,0.007540000000000102
289119294,[7],5.7287,
289166540,[26],0.23442,
289228040,"[15, 16]",1.46889,0.0011999999999998678
289239139,"[15, 16]",7.052350000000001,0.1847000000000003
289239141,"[15, 16]",7.0602,0.3323999999999998
289271432,[25],4.3085,
289344994,"[15, 16]",2.75,0.019999999999999574
289351454,"[19, 25]",0.503815,0.0009900000000000464
289383147,"[19, 26]",5.655799999999999,0.3402000000000003
289434064,"[15, 16]",0.5315300000000001,7.999999999996898e-05
289435043,"[15, 16]",2.72135,0.04269999999999996
289439985,"[15, 16]",5.7065,0.24819999999999975
289478657,[34],9.419,
289508173,[25],12.039,
289542904,"[8, 34, 35]",0.6349066666666666,0.0024300000000000432
289546318,[16],2.8545,
289612352,[11],5.513,
289612449,[11],5.1423,
289637733,[12],6.3631,
289640569,[12],1.41373,
289640610,[12],8.133,
289722872,"[14, 15, 18, 21, 26]",6.519299999999999,3.8337
289751208,[11],0.36,
289777879,[15],8.781,
289779419,[15],9.294,
289785016,[16],0.65846,
289785789,"[15, 16]",2.951015,0.03563000000000027
289807948,[26],3.1408,
289808229,[26],1.32,
289817953,"[19, 20, 25, 26]",2.871725,0.13379999999999992
289877522,[12],2.08821,
289895075,"[15, 16]",0.325895,7.00000000000145e-05
289903170,[16],2.6192,
289903374,"[15, 16]",2.385,0.010000000000000231
289925011,[26],2.56868,
289941099,"[19, 20, 26]",3.8910666666666667,0.03849999999999998
289961198,"[15, 16]",0.36155000000000004,3.999999999998449e-05
289999028,[26],3.0751,
290001231,"[14, 26]",1.208515,0.0010900000000000354
290042464,"[6, 33]",1.248085,0.0020100000000000673
290042551,[6],7.261,
290043457,"[6, 33]",1.492575,0.002749999999999808
290052519,[6],6.817,
290052778,"[6, 33]",0.46952499999999997,0.00047000000000002595
290053429,[33],0.93488,
290067934,"[15, 16]",10.638,1.783999999999999
290125370,[12],4.93,
290141503,[12],3.4,
290155843,"[4, 7, 8, 9, 10, 27, 34, 35]",1.3388262499999999,5.70539
290156111,"[7, 8, 9, 10, 35]",4.16014,0.6343000000000001
290157857,[27],6.51,
290158066,"[7, 8, 9]",6.626,0.2962000000000007
290159290,"[7, 10, 34]",1.15473,0.015469999999999873
290161906,"[7, 8]",0.028194999999999998,9.999999999999593e-06
290161909,"[7, 8]",0.028194999999999998,9.999999999999593e-06
290174143,[6],0.65865,
290174621,[6],2.76,
290182727,"[7, 9, 34, 35]",3.500175,0.061799999999999855
290185316,"[9, 10]",7.103149999999999,0.14309999999999956
290196419,[16],3.79,
290213093,[11],3.6663,
290218263,[13],0.54701,
290224117,"[15, 16]",0.6230800000000001,0.0006199999999999539
290263978,[10],0.386,
290293901,[34],0.98335,
290298673,"[9, 10, 35]",1.7577533333333335,0.00670000000000015
290300414,"[9, 11]",0.485275,0.0009700000000000264
290317349,[16],0.14728,
290365472,"[9, 10, 11]",2.6355333333333335,0.021800000000000264
290381417,[13],6.95,
290389034,"[10, 11]",3.61665,0.05649999999999977
290407042,"[12, 13]",0.355485,9.99999999995449e-06
290451383,[14],7.3,
290523979,[10],0.46877,
290533249,[10],10.563,
290559990,[12],7.705,
290620706,[12],2.78,
290627652,[12],2.7815,
290668093,[10],1.05491,
290673554,"[10, 11]",5.18575,0.014499999999999957
290676263,[11],2.3555,
290680576,[10],10.417,
290780493,[33],3.84,
290798240,"[10, 11]",1.120825,0.013670000000000071
290812898,[12],0.40265,
290859241,[11],5.7927,
290889905,"[10, 11]",2.8615000000000004,0.17700000000000005
290978027,[33],5.1507,
291091288,[12],4.7391,
291261412,[6],0.03652,
291462257,"[7, 8, 9, 35]",1.4907925,0.006769999999999943
291462439,[7],0.29225,
291467934,[7],0.78765,
291476986,[12],5.8982,
291486535,[12],1.55398,
291491788,[33],1.777,
291493184,[33],0.351,
